0,1
Datasets\captcha_images_v2\nyvmtg.png,nyvmtg
Datasets\captcha_images_v2\11fjz8.png,11fjz8
Datasets\captcha_images_v2\abb1a2.png,abb1a2
Datasets\captcha_images_v2\351aa4.png,351aa4
Datasets\captcha_images_v2\lzoqr0.png,lzoqr0
Datasets\captcha_images_v2\1bb12a.png,1bb12a
Datasets\captcha_images_v2\58eeef.png,58eeef
Datasets\captcha_images_v2\yg8f2v.png,yg8f2v
Datasets\captcha_images_v2\dddfb6.png,dddfb6
Datasets\captcha_images_v2\801b06.png,801b06
Datasets\captcha_images_v2\a8a429.png,a8a429
Datasets\captcha_images_v2\77c847.png,77c847
Datasets\captcha_images_v2\vv6iat.png,vv6iat
Datasets\captcha_images_v2\qbqa1h.png,qbqa1h
Datasets\captcha_images_v2\97fc78.png,97fc78
Datasets\captcha_images_v2\04iqhp.png,04iqhp
Datasets\captcha_images_v2\5dbfda.png,5dbfda
Datasets\captcha_images_v2\64j8cb.png,64j8cb
Datasets\captcha_images_v2\db3lu1.png,db3lu1
Datasets\captcha_images_v2\c00d60.png,c00d60
Datasets\captcha_images_v2\385375.png,385375
Datasets\captcha_images_v2\2443de.png,2443de
Datasets\captcha_images_v2\b109c1.png,b109c1
Datasets\captcha_images_v2\sypy0b.png,sypy0b
Datasets\captcha_images_v2\bi5f4h.png,bi5f4h
Datasets\captcha_images_v2\m366xc.png,m366xc
Datasets\captcha_images_v2\xchyo2.png,xchyo2
Datasets\captcha_images_v2\4jlm48.png,4jlm48
Datasets\captcha_images_v2\hzgg39.png,hzgg39
Datasets\captcha_images_v2\i6eyuc.png,i6eyuc
Datasets\captcha_images_v2\2a82d8.png,2a82d8
Datasets\captcha_images_v2\taywtl.png,taywtl
Datasets\captcha_images_v2\nn4seh.png,nn4seh
Datasets\captcha_images_v2\7f11bc.png,7f11bc
Datasets\captcha_images_v2\36075a.png,36075a
Datasets\captcha_images_v2\vuvgm9.png,vuvgm9
Datasets\captcha_images_v2\70ec36.png,70ec36
Datasets\captcha_images_v2\aedf54.png,aedf54
Datasets\captcha_images_v2\3y0usl.png,3y0usl
Datasets\captcha_images_v2\8eeec1.png,8eeec1
Datasets\captcha_images_v2\3eba89.png,3eba89
Datasets\captcha_images_v2\2dd1d3.png,2dd1d3
Datasets\captcha_images_v2\7381c8.png,7381c8
Datasets\captcha_images_v2\fa397e.png,fa397e
Datasets\captcha_images_v2\d56uvg.png,d56uvg
Datasets\captcha_images_v2\572fca.png,572fca
Datasets\captcha_images_v2\8199a5.png,8199a5
Datasets\captcha_images_v2\eab1d8.png,eab1d8
Datasets\captcha_images_v2\6f20e9.png,6f20e9
Datasets\captcha_images_v2\ffy06v.png,ffy06v
Datasets\captcha_images_v2\vxlsxd.png,vxlsxd
Datasets\captcha_images_v2\i8h1g8.png,i8h1g8
Datasets\captcha_images_v2\z4xl7a.png,z4xl7a
Datasets\captcha_images_v2\51f76d.png,51f76d
Datasets\captcha_images_v2\86mos7.png,86mos7
Datasets\captcha_images_v2\6xteev.png,6xteev
Datasets\captcha_images_v2\d840c6.png,d840c6
Datasets\captcha_images_v2\613316.png,613316
Datasets\captcha_images_v2\54khlr.png,54khlr
Datasets\captcha_images_v2\8huuqe.png,8huuqe
Datasets\captcha_images_v2\fp8puy.png,fp8puy
Datasets\captcha_images_v2\f9y0cp.png,f9y0cp
Datasets\captcha_images_v2\4w8dz4.png,4w8dz4
Datasets\captcha_images_v2\7bc49e.png,7bc49e
Datasets\captcha_images_v2\814580.png,814580
Datasets\captcha_images_v2\095735.png,095735
Datasets\captcha_images_v2\91732c.png,91732c
Datasets\captcha_images_v2\38dbce.png,38dbce
Datasets\captcha_images_v2\da7164.png,da7164
Datasets\captcha_images_v2\76d4b6.png,76d4b6
Datasets\captcha_images_v2\4dmqyj.png,4dmqyj
Datasets\captcha_images_v2\cd7c69.png,cd7c69
Datasets\captcha_images_v2\cbe10d.png,cbe10d
Datasets\captcha_images_v2\ztx602.png,ztx602
Datasets\captcha_images_v2\aa5689.png,aa5689
Datasets\captcha_images_v2\0c60dc.png,0c60dc
Datasets\captcha_images_v2\26cee6.png,26cee6
Datasets\captcha_images_v2\0ngoku.png,0ngoku
Datasets\captcha_images_v2\e7b11e.png,e7b11e
Datasets\captcha_images_v2\51bc1f.png,51bc1f
Datasets\captcha_images_v2\d5a32d.png,d5a32d
Datasets\captcha_images_v2\a13837.png,a13837
Datasets\captcha_images_v2\0d15a1.png,0d15a1
Datasets\captcha_images_v2\tjop22.png,tjop22
Datasets\captcha_images_v2\831c9d.png,831c9d
Datasets\captcha_images_v2\eade60.png,eade60
Datasets\captcha_images_v2\5efee9.png,5efee9
Datasets\captcha_images_v2\8be133.png,8be133
Datasets\captcha_images_v2\odg2ne.png,odg2ne
Datasets\captcha_images_v2\dkypjx.png,dkypjx
Datasets\captcha_images_v2\jsokff.png,jsokff
Datasets\captcha_images_v2\aa70d8.png,aa70d8
Datasets\captcha_images_v2\ejohy6.png,ejohy6
Datasets\captcha_images_v2\bqx7gz.png,bqx7gz
Datasets\captcha_images_v2\b55418.png,b55418
Datasets\captcha_images_v2\690db3.png,690db3
Datasets\captcha_images_v2\0ce786.png,0ce786
Datasets\captcha_images_v2\195268.png,195268
Datasets\captcha_images_v2\96576a.png,96576a
Datasets\captcha_images_v2\a98936.png,a98936
Datasets\captcha_images_v2\x16nvy.png,x16nvy
Datasets\captcha_images_v2\0e3779.png,0e3779
Datasets\captcha_images_v2\c7b98b.png,c7b98b
Datasets\captcha_images_v2\11d86b.png,11d86b
Datasets\captcha_images_v2\604b8f.png,604b8f
Datasets\captcha_images_v2\zmzgry.png,zmzgry
Datasets\captcha_images_v2\c037a5.png,c037a5
Datasets\captcha_images_v2\7885c4.png,7885c4
Datasets\captcha_images_v2\be2043.png,be2043
Datasets\captcha_images_v2\a83940.png,a83940
Datasets\captcha_images_v2\fp89yx.png,fp89yx
Datasets\captcha_images_v2\6c4b2c.png,6c4b2c
Datasets\captcha_images_v2\idfbzj.png,idfbzj
Datasets\captcha_images_v2\mbbx02.png,mbbx02
Datasets\captcha_images_v2\f0d398.png,f0d398
Datasets\captcha_images_v2\4d23f4.png,4d23f4
Datasets\captcha_images_v2\tc9yie.png,tc9yie
Datasets\captcha_images_v2\b6b025.png,b6b025
Datasets\captcha_images_v2\a8aeaf.png,a8aeaf
Datasets\captcha_images_v2\8085fb.png,8085fb
Datasets\captcha_images_v2\9fc13f.png,9fc13f
Datasets\captcha_images_v2\b6d4ae.png,b6d4ae
Datasets\captcha_images_v2\3b0331.png,3b0331
Datasets\captcha_images_v2\b7f4ff.png,b7f4ff
Datasets\captcha_images_v2\216fb3.png,216fb3
Datasets\captcha_images_v2\233ocf.png,233ocf
Datasets\captcha_images_v2\58dbc2.png,58dbc2
Datasets\captcha_images_v2\f72c8d.png,f72c8d
Datasets\captcha_images_v2\ptxuaj.png,ptxuaj
Datasets\captcha_images_v2\esgozi.png,esgozi
Datasets\captcha_images_v2\6z262p.png,6z262p
Datasets\captcha_images_v2\pvaht3.png,pvaht3
Datasets\captcha_images_v2\42jm68.png,42jm68
Datasets\captcha_images_v2\602bf5.png,602bf5
Datasets\captcha_images_v2\5e4f76.png,5e4f76
Datasets\captcha_images_v2\571d1e.png,571d1e
Datasets\captcha_images_v2\5d4492.png,5d4492
Datasets\captcha_images_v2\5csq9h.png,5csq9h
